Customer ID,Date,Invoice Num,Debit,Credit,Total Cases,Status,Time Entered,Memo,Customer Type,Time Updated
27875137,7/24/2023,W-73300526,$143.64 ,$143.64 ,3,<b class=pill-green>Balanced</b>,7/24/2023 13:35,,Convenience*,7/25/2023 10:51
23208,7/24/2023,W-63004299,$316.64 ,$316.64 ,8,<b class=pill-green>Balanced</b>,7/24/2023 13:32,,Convenience*,7/25/2023 9:44
27868883,7/24/2023,W-11016188,$0.00 ,$0.00 ,0,<b class=pill-green>Balanced</b>,7/24/2023 13:16,,Adjustments,7/24/2023 13:16
27863482,7/24/2023,W-60634567,$872.43 ,$872.43 ,20,<b class=pill-green>Balanced</b>,7/24/2023 12:56,,Convenience*,7/25/2023 10:18
27875018,7/21/2023,6712004244,$481.42 ,$0.00 ,11,<b class=pill-black>Verified</b>,7/21/2023 12:20,,Convenience*,7/25/2023 11:26
278599,7/21/2023,W-65393342,$372.41 ,$0.00 ,8,<b class=pill-black>Verified</b>,7/21/2023 12:02,,Convenience*,7/25/2023 11:26
27308,7/24/2023,W-69631823,$731.04 ,$0.00 ,19,<b class=pill-green>Balanced</b>,7/24/2023 11:40,,Convenience*,7/25/2023 12:02
27873130,7/20/2023,W-73080724,$554.85 ,$554.85 ,13,<b class=pill-black>Verified</b>,7/20/2023 16:35,,Liquor*,7/25/2023 11:15
27868885,7/20/2023,W-11011830,$0.00 ,$0.00 ,1,<b class=pill-black>Verified</b>,7/20/2023 16:17,,Adjustments,7/20/2023 16:17
664,7/20/2023,5918005709,$585.02 ,$0.00 ,14,<b class=pill-black>Verified</b>,7/20/2023 15:59,,Convenience*,7/25/2023 11:15
25691,7/20/2023,W-74640198,"$1,429.88 ","$1,429.88 ",35,<b class=pill-black>Verified</b>,7/21/2023 8:40,,Convenience*,7/25/2023 11:15
26378,7/20/2023,7459000454,$150.75 ,$0.00 ,3,<b class=pill-black>Verified</b>,7/20/2023 14:40,,Dollar Store*,7/25/2023 11:15
10084,7/20/2023,W-74840187,$711.60 ,$0.00 ,20,<b class=pill-black>Verified</b>,7/21/2023 8:29,,Convenience*,7/25/2023 11:15
27868946,7/20/2023,W-11010911,$0.00 ,$0.00 ,0,<b class=pill-black>Verified</b>,7/20/2023 12:03,,Adjustments,7/20/2023 12:03
27864325,7/25/2023,W-59895337,$271.32 ,$271.32 ,6,<b class=pill-green>Balanced</b>,7/25/2023 8:15,,Convenience*,7/25/2023 18:20
23216,7/25/2023,W-65654322,$522.65 ,$0.00 ,13,<b class=pill-green>Balanced</b>,7/25/2023 8:09,,Grocery*,7/25/2023 8:09
27875144,7/26/2023,W-70323373,"$1,017.49 ",$0.00 ,25,<b class=pill-brown>Loaded</b>,7/26/2023 7:43,,Convenience*,7/26/2023 7:43
24146,7/21/2023,6504004857,$349.20 ,$0.00 ,8,<b class=pill-black>Verified</b>,7/21/2023 12:44,,Convenience*,7/25/2023 11:26
4419,7/25/2023,W-11002057,$0.00 ,$0.00 ,0,<b class=pill-green>Balanced</b>,7/25/2023 6:29,Expected Ship Date 07/19/2023;,Drug*,7/25/2023 23:23
278440,7/24/2023,6849002621,"$1,669.65 ",$0.00 ,38,<b class=pill-green>Balanced</b>,7/24/2023 12:44,,Convenience*,7/25/2023 8:47
5191,7/24/2023,6355004456,$102.50 ,$0.00 ,2,<b class=pill-green>Balanced</b>,7/24/2023 14:06,,Mass Merchandiser*,7/25/2023 7:51
27869906,7/21/2023,W-70031028,$0.00 ,$0.00 ,0,<b class=pill-black>Verified</b>,7/20/2023 16:58,,Grocery*,7/20/2023 16:58
12213,7/20/2023,W-67104160,$68.38 ,$0.00 ,2,<b class=pill-black>Verified</b>,7/20/2023 11:57,,Drug*,7/25/2023 11:15
27875497,7/21/2023,W-10997477,$500.77 ,$0.00 ,11,<b class=pill-black>Verified</b>,7/21/2023 14:34,For July programming,Dollar Store*,7/25/2023 11:26
12412,7/20/2023,W-71931253,$170.95 ,$0.00 ,5,<b class=pill-black>Verified</b>,7/20/2023 14:05,,Drug*,7/25/2023 11:15
18540,7/25/2023,W-74190468,$733.50 ,$0.00 ,18,<b class=pill-green>Balanced</b>,7/25/2023 6:09,,Mass Merchandiser*,7/25/2023 6:09
27225,7/21/2023,W-63004286,$144.76 ,$144.76 ,4,<b class=pill-black>Verified</b>,7/21/2023 11:07,,Convenience*,7/25/2023 11:27
27004,7/21/2023,7383000686,$984.34 ,$0.00 ,22,<b class=pill-black>Verified</b>,7/21/2023 14:15,,Convenience*,7/25/2023 11:26
16418,7/21/2023,W-74640205,$759.50 ,$0.00 ,18,<b class=pill-black>Verified</b>,7/21/2023 13:14,,Convenience*,7/25/2023 11:26
27872370,7/21/2023,W-11013707,$0.00 ,$0.00 ,0,<b class=pill-black>Verified</b>,7/21/2023 12:56,,Adjustments,7/21/2023 12:56
5362,7/24/2023,W-73195101,$711.43 ,$0.00 ,16,<b class=pill-green>Balanced</b>,7/24/2023 15:36,,Convenience*,7/24/2023 15:36
27873527,7/24/2023,W-59815206,$338.58 ,$0.00 ,8,<b class=pill-green>Balanced</b>,7/24/2023 14:16,,Convenience*,7/25/2023 7:51
17152,7/24/2023,W-75010038,$350.95 ,$350.95 ,9,<b class=pill-green>Balanced</b>,7/24/2023 14:06,,Convenience*,7/25/2023 9:30
26564,7/24/2023,7452003748,$495.96 ,$0.00 ,12,<b class=pill-green>Balanced</b>,7/24/2023 13:58,,Dollar Store*,7/24/2023 13:58
17708,7/24/2023,W-62875224,$139.58 ,$139.58 ,4,<b class=pill-green>Balanced</b>,7/24/2023 13:13,,Convenience*,7/25/2023 9:44
27875125,7/24/2023,W-11016062,$0.00 ,$0.00 ,0,<b class=pill-green>Balanced</b>,7/24/2023 12:44,,Adjustments,7/24/2023 12:44
7461,7/24/2023,W-63554459,$911.33 ,$0.00 ,21,<b class=pill-green>Balanced</b>,7/24/2023 12:15,,Mass Merchandiser*,7/24/2023 12:15
26168,7/24/2023,W-67022961,$0.00 ,$0.00 ,0,<b class=pill-green>Balanced</b>,7/24/2023 12:23,,Convenience*,7/24/2023 12:23
8886,7/20/2023,W-66491920,$818.49 ,$0.00 ,23,<b class=pill-black>Verified</b>,7/20/2023 15:05,15 cs of 8oz any flavor to get additional dollar off-Roland,Convenience*,7/25/2023 11:15
27872607,7/20/2023,W-10997363,"$1,202.13 ",$0.00 ,27,<b class=pill-black>Verified</b>,7/20/2023 13:49,For July programming,Dollar Store*,7/25/2023 11:15
5623,7/20/2023,W-74770101,$885.41 ,$0.00 ,21,<b class=pill-black>Verified</b>,7/20/2023 13:23,,Convenience*,7/25/2023 11:15
27872928,7/20/2023,W-10997878,$0.00 ,$0.00 ,0,<b class=pill-black>Verified</b>,7/20/2023 15:22,"For July Programming, DO NOT SKIP MUST DELIVERY PER G. MOALES",Dollar Store*,7/20/2023 23:23
9749,7/25/2023,W-60944430,$551.28 ,$0.00 ,14,<b class=pill-green>Balanced</b>,7/25/2023 7:27,,Grocery*,7/25/2023 7:27
27876037,7/21/2023,W-72031491,$244.26 ,$244.26 ,6,<b class=pill-black>Verified</b>,7/21/2023 12:43,,Convenience*,7/25/2023 11:27
40016,7/24/2023,W-74290478,$167.82 ,$167.82 ,4,<b class=pill-green>Balanced</b>,7/24/2023 11:59,,Convenience*,7/25/2023 9:54
278115,7/20/2023,W-74922110,$402.09 ,$0.00 ,10,<b class=pill-black>Verified</b>,7/20/2023 16:02,,Convenience*,7/25/2023 11:15
8035,7/20/2023,W-63744905,$231.69 ,$231.69 ,6,<b class=pill-black>Verified</b>,7/20/2023 14:29,,Grocery*,7/25/2023 11:15
27872632,7/20/2023,W-10997340,$500.77 ,$0.00 ,11,<b class=pill-black>Verified</b>,7/20/2023 16:26,For July programming,Dollar Store*,7/25/2023 11:15
19162,7/25/2023,6117004932,$766.71 ,$0.00 ,17,<b class=pill-green>Balanced</b>,7/25/2023 9:04,,Convenience*,7/26/2023 7:59
21221,7/25/2023,W-11005649,"$1,200.10 ",$0.00 ,29,<b class=pill-green>Balanced</b>,7/25/2023 8:08,Deliver Multipack Voids on this invoice as well as any other out of stock or low stock items,Mass Merchandiser*,7/25/2023 8:08
16185,7/25/2023,7484000210,$716.78 ,$0.00 ,19,<b class=pill-green>Balanced</b>,7/25/2023 6:59,,Grocery*,7/25/2023 6:59
27868883,7/24/2023,W-11016652,$0.00 ,$0.00 ,0,<b class=pill-green>Balanced</b>,7/24/2023 15:30,,Adjustments,7/24/2023 15:30
19123,7/20/2023,W-70371652,$430.23 ,$0.00 ,10,<b class=pill-black>Verified</b>,7/20/2023 12:10,,Grocery*,7/25/2023 11:15
27864959,7/21/2023,W-11005602,$0.00 ,$0.00 ,0,<b class=pill-black>Verified</b>,7/21/2023 13:15,Deliver Multipack Voids on this invoice as well as any other out of stock or low stock items,Mass Merchandiser*,7/21/2023 13:15
16663,7/24/2023,W-63914646,$952.28 ,$0.00 ,22,<b class=pill-green>Balanced</b>,7/24/2023 12:43,,Convenience*,7/25/2023 12:02
17684,7/26/2023,7454000144,$419.14 ,$0.00 ,10,<b class=pill-brown>Loaded</b>,7/26/2023 8:39,,Mass Merchandiser*,7/26/2023 8:57
20972,7/26/2023,W-69113130,"$1,054.39 ",$0.00 ,23,<b class=pill-brown>Loaded</b>,7/26/2023 6:53,,Convenience*,7/26/2023 6:53
27869050,7/21/2023,W-11013657,$0.00 ,$0.00 ,5,<b class=pill-black>Verified</b>,7/21/2023 12:41,,Adjustments,7/21/2023 12:41
8699,7/26/2023,W-71341582,$442.77 ,$442.77 ,11,<b class=pill-brown>Loaded</b>,7/26/2023 7:37,,Convenience*,7/26/2023 7:37
27867439,7/24/2023,W-74563109,"$1,876.87 ",$0.00 ,44,<b class=pill-green>Balanced</b>,7/24/2023 11:44,,Convenience*,7/25/2023 13:05
10621,7/24/2023,W-73101051,$0.00 ,$0.00 ,0,<b class=pill-green>Balanced</b>,7/24/2023 11:31,Refused,Liquor*,7/24/2023 11:31
18599,7/21/2023,W-11005630,$697.55 ,$0.00 ,17,<b class=pill-black>Verified</b>,7/21/2023 9:07,Deliver Multipack Voids on this invoice as well as any other out of stock or low stock items,Mass Merchandiser*,7/25/2023 11:26
10927,7/25/2023,W-64573052,$476.79 ,$476.79 ,13,<b class=pill-green>Balanced</b>,7/25/2023 9:21,,Convenience*,7/25/2023 12:51
27875376,7/25/2023,6372005190,"$1,463.17 ",$0.00 ,33,<b class=pill-green>Balanced</b>,7/25/2023 8:00,,Convenience*,7/26/2023 7:59
27867630,7/24/2023,W-63685797,$0.00 ,($0.79),0,<b class=pill-green>Balanced</b>,7/24/2023 16:34,,Billing Only,7/26/2023 9:19
13951,7/24/2023,W-65574302,"$1,256.72 ",$0.00 ,31,<b class=pill-green>Balanced</b>,7/24/2023 14:02,,Convenience*,7/24/2023 14:02
25826,7/20/2023,W-73590837,$853.79 ,$853.79 ,24,<b class=pill-black>Verified</b>,7/20/2023 13:36,,Convenience*,7/25/2023 11:15
27874534,7/20/2023,W-60614230,$445.26 ,$0.00 ,10,<b class=pill-black>Verified</b>,7/20/2023 13:55,,Convenience*,7/25/2023 11:15
27870328,7/20/2023,W-63095157,$358.44 ,$358.44 ,8,<b class=pill-black>Verified</b>,7/20/2023 13:14,,Convenience*,7/25/2023 11:15
278696,7/25/2023,W-74500249,"$1,415.95 ","$1,415.95 ",34,<b class=pill-green>Balanced</b>,7/25/2023 6:17,,Convenience*,7/25/2023 12:30
26235,7/21/2023,10997408,$67.20 ,$0.00 ,2,<b class=pill-black>Verified</b>,7/21/2023 11:26,For reset,Dollar Store*,7/25/2023 11:26
27868707,7/20/2023,W-64784144,$957.90 ,$957.90 ,27,<b class=pill-black>Verified</b>,7/20/2023 12:39,,Convenience*,7/25/2023 11:15
26415,7/20/2023,10997318,$415.96 ,$0.00 ,10,<b class=pill-black>Verified</b>,7/20/2023 10:27,For reset,Dollar Store*,7/25/2023 11:15
3186,7/20/2023,W-10998191,$505.01 ,$0.00 ,11,<b class=pill-black>Verified</b>,7/20/2023 10:43,For July Programming,Convenience*,7/25/2023 11:15
27867059,7/21/2023,W-73920517,"$1,110.91 ",$0.00 ,26,<b class=pill-black>Verified</b>,7/21/2023 11:52,,Convenience*,7/25/2023 11:26
18600,7/25/2023,W-65044876,"$1,919.65 ",$0.00 ,48,<b class=pill-green>Balanced</b>,7/25/2023 7:22,,Mass Merchandiser*,7/25/2023 7:22
27870431,7/25/2023,W-66044862,"$1,300.36 ",$0.00 ,30,<b class=pill-green>Balanced</b>,7/25/2023 6:35,,Convenience*,7/26/2023 7:59
2788627,7/25/2023,W-74530277,$515.04 ,$515.04 ,14,<b class=pill-green>Balanced</b>,7/25/2023 7:30,,Convenience*,7/25/2023 17:32
8237,7/26/2023,W-11017923,$368.62 ,$0.00 ,8,<b class=pill-brown>Loaded</b>,7/26/2023 9:25,Expected Ship Date 07/26/2023;,Convenience*,7/26/2023 9:25
27865099,7/26/2023,W-71931295,$590.82 ,$590.82 ,15,<b class=pill-brown>Loaded</b>,7/26/2023 9:09,,Convenience*,7/26/2023 9:09
2949,7/26/2023,6442004968,$141.22 ,$0.00 ,3,<b class=pill-brown>Loaded</b>,7/26/2023 7:41,,Convenience*,7/26/2023 7:41
27874056,7/26/2023,W-68962756,"$1,638.31 ",$0.00 ,36,<b class=pill-brown>Loaded</b>,7/26/2023 7:32,,Convenience*,7/26/2023 7:32
27445,7/24/2023,W-75010037,$395.82 ,$0.00 ,9,<b class=pill-green>Balanced</b>,7/24/2023 13:33,,Convenience*,7/25/2023 12:02
27864855,7/24/2023,W-70982026,$404.84 ,$0.00 ,10,<b class=pill-green>Balanced</b>,7/24/2023 13:38,,All Other Off Premise*,7/24/2023 13:38
27873497,7/26/2023,W-70432525,$600.28 ,$0.00 ,14,<b class=pill-brown>Loaded</b>,7/26/2023 8:32,,Convenience*,7/26/2023 8:32
19178,7/25/2023,7424000471,$485.95 ,$0.00 ,11,<b class=pill-green>Balanced</b>,7/25/2023 10:19,Please fill all coolers. Call if you have any questions or concerns. Thank you for all you do.,Mass Merchandiser*,7/26/2023 7:59
9666,7/25/2023,W-11016409,$584.37 ,$0.00 ,15,<b class=pill-green>Balanced</b>,7/25/2023 6:58,Please fill all coolers and warm shelf. Call if you have any questions or concerns. Thank you for all you do.,Mass Merchandiser*,7/25/2023 6:58
27872835,7/21/2023,W-10997926,$507.54 ,$0.00 ,12,<b class=pill-black>Verified</b>,7/21/2023 10:18,"For July Programming, DO NOT SKIP MUST DELIVERY PER G. MOALES",Dollar Store*,7/25/2023 11:26
16429,7/25/2023,W-68492622,"$1,182.46 ",$0.00 ,29,<b class=pill-green>Balanced</b>,7/25/2023 6:20,,Convenience*,7/25/2023 6:20
1433,7/21/2023,W-64434506,$279.78 ,$279.78 ,6,<b class=pill-black>Verified</b>,7/21/2023 12:51,,Grocery*,7/25/2023 11:27
12319,7/24/2023,W-73970492,$272.79 ,$0.00 ,6,<b class=pill-green>Balanced</b>,7/24/2023 14:06,,Drug*,7/24/2023 14:06
27873451,7/25/2023,W-64424959,"$1,029.12 ",$0.00 ,23,<b class=pill-orange>Returned</b>,7/25/2023 7:23,,Convenience*,7/25/2023 7:23
27939,7/25/2023,W-74190473,$418.15 ,$418.15 ,11,<b class=pill-green>Balanced</b>,7/26/2023 8:52,,Convenience*,7/26/2023 8:52
23988,7/25/2023,W-71451893,$716.60 ,$716.60 ,20,<b class=pill-green>Balanced</b>,7/25/2023 7:33,,Convenience*,7/25/2023 12:11
27864371,7/21/2023,5985002407,"$1,184.14 ",$0.00 ,27,<b class=pill-black>Verified</b>,7/21/2023 13:40,,Convenience*,7/25/2023 11:26
27876128,7/24/2023,W-63744936,"$1,008.02 ",$0.00 ,22,<b class=pill-green>Balanced</b>,7/24/2023 13:49,,Convenience*,7/24/2023 13:49
27871080,7/20/2023,10997294,$431.61 ,$0.00 ,10,<b class=pill-black>Verified</b>,7/20/2023 15:36,For reset,Dollar Store*,7/25/2023 11:15
15974,7/26/2023,W-65654335,$235.17 ,$0.00 ,6,<b class=pill-brown>Loaded</b>,7/26/2023 7:42,,Convenience*,7/26/2023 7:42
27869382,7/24/2023,W-59815207,$571.82 ,$0.00 ,12,<b class=pill-green>Balanced</b>,7/24/2023 14:46,,Convenience*,7/25/2023 7:51
5558,7/20/2023,W-69324105,$146.00 ,$146.00 ,4,<b class=pill-black>Verified</b>,7/20/2023 14:51,,On Premise*,7/25/2023 11:15
27870645,7/24/2023,W-74080098,$409.76 ,$409.76 ,10,<b class=pill-green>Balanced</b>,7/24/2023 11:37,,Liquor*,7/26/2023 9:20
9482,7/21/2023,W-60914463,$334.67 ,$334.67 ,8,<b class=pill-black>Verified</b>,7/21/2023 13:21,,Convenience*,7/25/2023 11:27
27863928,7/26/2023,W-65574314,$603.24 ,$603.24 ,15,<b class=pill-brown>Loaded</b>,7/26/2023 7:04,,Convenience*,7/26/2023 7:04
27166,7/26/2023,W-65004077,($948.28),($948.28),-22,<b class=pill-brown>Loaded</b>,7/26/2023 8:48,,Convenience*,7/26/2023 8:48
18331,7/24/2023,W-64035234,$465.89 ,$0.00 ,11,<b class=pill-green>Balanced</b>,7/25/2023 8:17,,Convenience*,7/25/2023 8:17
278259,7/24/2023,5918005731,$106.98 ,$0.00 ,3,<b class=pill-green>Balanced</b>,7/24/2023 14:35,,Dollar Store*,7/24/2023 14:35
27864773,7/21/2023,W-10998236,$611.05 ,$0.00 ,14,<b class=pill-black>Verified</b>,7/21/2023 12:09,For July Programming,Convenience*,7/25/2023 11:26
10157,7/26/2023,W-69563713,$49.75 ,$49.75 ,1,<b class=pill-brown>Loaded</b>,7/26/2023 8:47,,Convenience*,7/26/2023 8:47
4212,7/21/2023,W-64944901,$174.88 ,$0.00 ,4,<b class=pill-black>Verified</b>,7/21/2023 12:27,,Grocery*,7/25/2023 11:26
18528,7/26/2023,W-11014533,$436.72 ,$0.00 ,10,<b class=pill-brown>Loaded</b>,7/24/2023 6:39,Expected Ship Date 07/26/2023;,Drug*,7/26/2023 0:00
7900,7/21/2023,6892002283,$331.11 ,$0.00 ,8,<b class=pill-black>Verified</b>,7/21/2023 11:06,,Dollar Store*,7/25/2023 11:26
25323,7/21/2023,W-11005643,"$1,488.74 ",$0.00 ,39,<b class=pill-black>Verified</b>,7/21/2023 9:36,Deliver Multipack Voids on this invoice as well as any other out of stock or low stock items,Mass Merchandiser*,7/25/2023 11:26
27873829,7/26/2023,W-63874062,"$1,231.46 ",$0.00 ,32,<b class=pill-brown>Loaded</b>,7/26/2023 6:40,,Grocery*,7/26/2023 6:40
27871116,7/21/2023,W-68164154,$466.08 ,$0.00 ,12,<b class=pill-black>Verified</b>,7/21/2023 12:07,,Convenience*,7/25/2023 11:26
7927,7/24/2023,6932004128,$90.97 ,$0.00 ,2,<b class=pill-green>Balanced</b>,7/24/2023 12:34,,Dollar Store*,7/26/2023 5:43
27875582,7/24/2023,W-63685780,$73.00 ,$0.00 ,2,<b class=pill-green>Balanced</b>,7/24/2023 15:14,,On Premise*,7/25/2023 12:02
27863854,7/24/2023,W-65365366,"$2,019.40 ",$0.00 ,52,<b class=pill-green>Balanced</b>,7/24/2023 11:47,,Convenience*,7/25/2023 12:02
40035,7/20/2023,W-65365338,$692.92 ,$692.92 ,20,<b class=pill-black>Verified</b>,7/20/2023 14:10,,Convenience*,7/25/2023 11:15
3008,7/20/2023,W-64873936,$679.20 ,$0.00 ,14,<b class=pill-black>Verified</b>,7/20/2023 12:34,,Convenience*,7/25/2023 11:15
21707,7/20/2023,W-74120406,"$1,285.10 ",$0.00 ,30,<b class=pill-black>Verified</b>,7/20/2023 15:56,,Convenience*,7/25/2023 11:15
27872525,7/20/2023,W-10997296,$0.00 ,$0.00 ,0,<b class=pill-black>Verified</b>,7/20/2023 6:08,For July programming,Dollar Store*,7/20/2023 6:08
132,7/20/2023,W-10998180,$394.00 ,$0.00 ,8,<b class=pill-black>Verified</b>,7/20/2023 9:11,For July Programming,Convenience*,7/25/2023 11:15
27875807,7/25/2023,W-74890131,$517.58 ,$517.58 ,12,<b class=pill-green>Balanced</b>,7/25/2023 9:27,,Convenience*,7/25/2023 17:29
27875269,7/25/2023,W-74264327,$184.39 ,$0.00 ,5,<b class=pill-green>Balanced</b>,7/25/2023 7:05,,Convenience*,7/25/2023 7:05
14640,7/25/2023,6557004305,$903.90 ,$0.00 ,21,<b class=pill-green>Balanced</b>,7/25/2023 7:47,,Grocery*,7/25/2023 7:47
16627,7/26/2023,7449003509,"$1,239.58 ",$0.00 ,29,<b class=pill-brown>Loaded</b>,7/26/2023 8:56,,Convenience*,7/26/2023 8:56
27874923,7/21/2023,W-70082692,$573.26 ,$0.00 ,12,<b class=pill-black>Verified</b>,7/21/2023 14:10,,Convenience*,7/25/2023 11:26
4706,7/25/2023,W-11019964,($11.16),$0.00 ,0,<b class=pill-green>Balanced</b>,,,Grocery*,7/26/2023 8:16
26550,7/26/2023,6312004228,$612.01 ,$0.00 ,16,<b class=pill-brown>Loaded</b>,7/26/2023 8:22,,Dollar Store*,7/26/2023 8:22
27863200,7/21/2023,W-64434507,$199.60 ,$0.00 ,5,<b class=pill-black>Verified</b>,7/21/2023 13:32,,Convenience*,7/25/2023 11:26
27864785,7/24/2023,W-11007769,$636.17 ,$0.00 ,14,<b class=pill-green>Balanced</b>,7/24/2023 13:42,For July Programming,Convenience*,7/24/2023 13:42
27868436,7/24/2023,W-60944426,$157.82 ,$0.00 ,4,<b class=pill-green>Balanced</b>,7/24/2023 12:20,,Convenience*,7/25/2023 12:02
27867337,7/24/2023,W-69982776,$419.07 ,$0.00 ,9,<b class=pill-green>Balanced</b>,7/24/2023 11:33,,Convenience*,7/24/2023 11:33
27868262,7/20/2023,W-68312767,$32.94 ,$0.00 ,1,<b class=pill-black>Verified</b>,7/20/2023 14:28,,Convenience*,7/25/2023 11:15
1779,7/20/2023,6442004934,$496.43 ,$0.00 ,12,<b class=pill-black>Verified</b>,7/20/2023 12:34,,Convenience*,7/25/2023 11:15
3171,7/20/2023,W-10998189,$49.25 ,$0.00 ,1,<b class=pill-black>Verified</b>,7/20/2023 8:19,For July Programming,Convenience*,7/25/2023 11:15
9686,7/21/2023,W-11011662,$0.00 ,$0.00 ,0,<b class=pill-black>Verified</b>,7/21/2023 13:21,Please pick up credits.,Grocery*,7/21/2023 13:21
278646,7/26/2023,W-74493505,$241.67 ,$241.67 ,6,<b class=pill-brown>Loaded</b>,7/26/2023 6:11,,Convenience*,7/26/2023 6:11
27868793,7/21/2023,W-11013809,$0.00 ,$0.00 ,2,<b class=pill-black>Verified</b>,7/21/2023 13:26,,Adjustments,7/21/2023 13:26
27876202,7/25/2023,W-11016124,$188.45 ,$0.00 ,5,<b class=pill-green>Balanced</b>,7/24/2023 13:07,,All Other Off Premise*,7/24/2023 13:41
8334,7/24/2023,W-73720202,$431.11 ,$431.11 ,10,<b class=pill-green>Balanced</b>,7/24/2023 13:09,,Convenience*,7/24/2023 16:23
27874590,7/24/2023,6518003979,$701.54 ,$0.00 ,18,<b class=pill-green>Balanced</b>,7/24/2023 11:34,,Grocery*,7/24/2023 11:34
8408,7/20/2023,W-60944412,$747.27 ,$747.27 ,17,<b class=pill-black>Verified</b>,7/20/2023 15:46,,Convenience*,7/25/2023 11:15
14592,7/25/2023,6322003392,$731.07 ,$0.00 ,19,<b class=pill-green>Balanced</b>,7/25/2023 9:32,,Grocery*,7/26/2023 4:57
16340,7/25/2023,W-71611924,$839.71 ,$0.00 ,19,<b class=pill-green>Balanced</b>,7/25/2023 8:55,,Convenience*,7/25/2023 8:55
7879,7/24/2023,11017376,($1.00),$0.00 ,0,<b class=pill-green>Balanced</b>,,,Dollar Store*,7/25/2023 23:23
27864814,7/21/2023,W-10998245,$209.57 ,$0.00 ,5,<b class=pill-black>Verified</b>,7/21/2023 7:59,For July Programming,Convenience*,7/25/2023 11:26
2332,7/26/2023,W-72700357,$374.46 ,$0.00 ,10,<b class=pill-brown>Loaded</b>,7/26/2023 7:48,,Grocery*,7/26/2023 7:48
5101,7/26/2023,W-74753301,$309.21 ,$0.00 ,7,<b class=pill-brown>Loaded</b>,7/26/2023 7:38,,Convenience*,7/26/2023 7:38
26552,7/21/2023,7277000735,$366.90 ,$0.00 ,10,<b class=pill-black>Verified</b>,7/21/2023 12:15,,Dollar Store*,7/25/2023 11:26
27868988,7/21/2023,W-11013881,$0.00 ,$0.00 ,0,<b class=pill-black>Verified</b>,7/21/2023 13:46,,Adjustments,7/21/2023 13:46
27870542,7/24/2023,W-63765286,"$1,050.22 ",$0.00 ,24,<b class=pill-green>Balanced</b>,7/24/2023 13:13,,Convenience*,7/25/2023 7:51
27863248,7/25/2023,W-11011954,$471.30 ,$0.00 ,11,<b class=pill-green>Balanced</b>,7/25/2023 14:29,Expected Ship Date 07/25/2023;,Drug*,7/25/2023 14:29
27869093,7/24/2023,W-11016019,$0.00 ,$0.00 ,0,<b class=pill-green>Balanced</b>,7/24/2023 12:35,,Adjustments,7/24/2023 12:35
25553,7/20/2023,W-65375127,$623.10 ,$623.10 ,18,<b class=pill-black>Verified</b>,7/20/2023 12:59,,Convenience*,7/25/2023 11:15
1788,7/20/2023,7492002107,$548.07 ,$0.00 ,14,<b class=pill-black>Verified</b>,7/20/2023 12:29,,Convenience*,7/25/2023 11:15
4701,7/25/2023,W-64135443,$332.26 ,$0.00 ,8,<b class=pill-green>Balanced</b>,7/25/2023 7:14,,Grocery*,7/25/2023 13:23
27865208,7/21/2023,W-74530262,$404.28 ,$404.28 ,9,<b class=pill-black>Verified</b>,7/21/2023 12:28,,Grocery*,7/25/2023 11:27
27869532,7/21/2023,W-72031492,$999.58 ,$999.58 ,23,<b class=pill-black>Verified</b>,7/21/2023 13:13,,Convenience*,7/25/2023 11:27
16721,7/21/2023,W-10997463,$239.02 ,$239.02 ,7,<b class=pill-black>Verified</b>,7/21/2023 12:55,"Close SF Void, sell in VIP DD if account is eligible",Convenience*,7/25/2023 11:27
23416,7/21/2023,W-74890111,$464.40 ,$0.00 ,12,<b class=pill-black>Verified</b>,7/24/2023 9:03,,Convenience*,7/25/2023 11:26
27875712,7/24/2023,6535004240,$33.60 ,$0.00 ,1,<b class=pill-green>Balanced</b>,7/24/2023 14:26,,Dollar Store*,7/24/2023 14:26
27149,7/24/2023,7454000125,"$1,098.00 ",$0.00 ,25,<b class=pill-green>Balanced</b>,7/24/2023 13:15,,Convenience*,7/25/2023 8:31
27868640,7/21/2023,W-60944414,$685.87 ,$0.00 ,16,<b class=pill-black>Verified</b>,7/21/2023 11:59,,Specialty Retail*,7/25/2023 11:26
27872743,7/21/2023,W-10997417,$734.26 ,$0.00 ,16,<b class=pill-black>Verified</b>,7/21/2023 12:05,For July programming,Dollar Store*,7/25/2023 11:26
26390,7/21/2023,10997466,$278.77 ,$0.00 ,7,<b class=pill-black>Verified</b>,7/21/2023 12:19,For reset,Dollar Store*,7/25/2023 11:26
3906,7/24/2023,W-75100004,$662.82 ,$0.00 ,14,<b class=pill-green>Balanced</b>,7/24/2023 12:27,,Convenience*,7/25/2023 4:49
1003,7/24/2023,W-73195098,$841.92 ,$0.00 ,19,<b class=pill-green>Balanced</b>,7/24/2023 12:15,,Grocery*,7/24/2023 12:15
27869095,7/20/2023,W-11011780,$0.00 ,$0.00 ,2,<b class=pill-black>Verified</b>,7/20/2023 15:45,,Adjustments,7/20/2023 15:45
27869093,7/20/2023,W-11011451,$0.00 ,$0.00 ,0,<b class=pill-black>Verified</b>,7/20/2023 13:36,,Adjustments,7/20/2023 13:36
18986,7/20/2023,W-68861919,$940.76 ,$940.76 ,21,<b class=pill-black>Verified</b>,7/20/2023 13:10,,Convenience*,7/25/2023 11:15
